,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,분기,2019q1,2019q2,2019q3,2019q4,2020q1,2020q2,2020q3,2020q4,2021q1,2021q2,2021q3,2021q4,2022q1,2022q2,2022q3,2022q4
1,N/C/A,86/3/6,261/4/9,57/3/7,117/4/6,33/3/3,70/4/4,40/1/3,226/4/6,175/3/7,17/2/3,37/2/3,27/2/4,93/3/3,200/3/6,15/3/3,26/3/4
2,1,건설폐기처리,폐기처리단가,처리단가인상,바이오중유발전,건설폐기처리,집단에너지사업,매립처리량,건설폐기처리,건설폐기처리,개선힘입하,블랙파우더정제,자료와이엔텍투자,바이오중유사업,폐기처리업체,가격반등기대,태풍힌남노영향
3,2,취급량증가,건설폐기처리,폐기중간처리,중유발전연료,매립사업온기,환경에너지사업,매립사업실적,폐기처리업체,폐기처리단가,증가건설경기,코발트니켈리튬,와이엔텍투자증권리,철강사업기타,울산산업단지,자동차부문,자동차활용
4,3,폐기처리기업,폐기중간처리,폐기처리단가,바이오중유사업,운반중간처리,폐기처리용역,건설폐기중간,종합환경업체,폐기처리시설,중국고체폐기,리튬유가금속,용이하여유사업,산화탄소영구,순환골재생산,전기차시대,가용공간확대
5,4,여수산업단지,건설폐기중간,수익매립사업,높진입장벽,사업온기반영,폐기발생량,폐기중간처리,여수산업단지,건설폐기중간,주요시설경기도,통하배터리회수,동사매립규모,대상종속기업,스팀판매단가,전기차해,증설효과추가
6,5,매립단가인상,매립사업재개,단가지속상승,매립단가상승,발생건설폐기,사업집단에너지,국내폐기매립,순환굵골재,폐기중간처리,제품품질생산,뒤파쇄산물,사업부지활용,에너지사업영위,스팀매출증가,전방산업조선,중간처리신규
