,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,분기,2019q1,2019q2,2019q3,2019q4,2020q1,2020q2,2020q3,2020q4,2021q1,2021q2,2021q3,2021q4,2022q1,2022q2,2022q3,2022q4
1,N/C/A,404/8/11,405/10/14,204/6/11,452/13/16,269/7/13,336/8/16,446/10/18,601/12/17,399/11/16,648/12/18,364/8/15,475/13/18,335/8/14,318/10/15,305/6/16,240/7/13
2,1,온라인모바일,온라인채널,공격외형성장,온라인채널,이번전환사채,온라인채널,중국보따리,회사주가크,온라인채널,온라인매출,온라인채널,여성캐주얼컬렉션,패션전문기업,라이선스계약체결,분기베트남공장,신규브랜드런칭
3,2,업체실적개선,해외사업확장,브랜드온라인,온라인사업,주식수희석,제품판매호조,온라인채널,온라인채널,시장성장세,의류소비회복,미국경기회복,기여도확대,골프웨어시장,온라인매출,온라인매출,견조하성장세
4,3,브랜드브랜드특성,수입브랜드철수,반기성수진입,온오프라인매장,플리스신발매출,신발제품판매,맞라이프스타일,패션사업부문,이커머스채널성장,오프라인채널회복,수출매출베이스,브랜드인지기반,주식회사에스티오,브랜드라이선스계약,증권리서치본부,성장세보이
5,4,온라인채널,신규바이어유입,부동산경기,리테일온라인,고단수주증가,아디다스실적부진,미국메이저리그,후사업회사,웨어소비집중,온라인채널,규모오더증가,실적기여도,높프리미엄브랜드,공급망차질,베트남공장셧,신규사업포트폴리오
6,5,지나하반기,중국사업통하,채권손상손실,외부요인별개,전환사채발행,동종업체브랜드,방호마스크생산,사업회사주가,화장사업진출,실적기여도,전략투자참여,온라인성장,온라인브랜드,브랜드내셔널지오그래픽,공장셧다운,랑방블랑아워레가시신규
