,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,분기,2019q1,2019q2,2019q3,2019q4,2020q1,2020q2,2020q3,2020q4,2021q1,2021q2,2021q3,2021q4,2022q1,2022q2,2022q3,2022q4
1,N/C/A,34/1/3,5/1/1,89/1/4,56/1/4,39/1/3,44/1/3,117/1/4,24/1/6,12/1/3,81/4/7,52/2/5,8/1/4,3/1/1,128/2/7,19/1/2,25/2/3
2,1,국내건자재,가격상승미중,중무역분쟁,베트남내수시장,변신있동화,따르전방수요,전해붓되,수출물량회복,건자재전지,성장동력사업,첨가설계능력,개선과정당,급지급원가,목재사업실적,가구교체떨어지,조달수의계약
3,2,국내시장침투,최근화학원재료,국내최대전해,내수시장이상,있동화핀란드,가격하향안정,동화기업전해,전기차소재,가구수요증가,미래성장동력,동화기업목재,최근미국공장,매출소형전지,대하관심도,북부동화베트남생산,규모관광단지
4,3,밸류체인집중,착공준공실적,미중무역,이온전지전해,동화핀란드코트,이익기여뚜렷하,흑연음극재사용,베트남수출물량,전망최근주가,동화일렉트로라이트구파낙스이텍,목재선물가격,중국글로벌배터리,성과급지급,건축자재시장,분기설연휴,관광단지조성
5,4,집중통하성장,중국벌채금지,전해제조업체,리튬이온전지,산업업황부진,이익부진주요,전고체배터리도입,가구수요증가,전기차수요,구파낙스이텍인수,인정전해공급,주요고객사업,소형전지전해,품격주거공간,생산량늘리,가격상승영향
6,5,안주않관련,준공실적감소,업체파낙스이텍인수,이하박판베트남,중심글로벌소재,이익영업외수익,바이폴라구조가능,재미없건자재,적용건자재,기업신고앞,글로벌전기차,전해부문재료,전지전해판매,품질브랜드인지,수요감소전반,전지전해매출
