,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,분기,2019q1,2019q2,2019q3,2019q4,2020q1,2020q2,2020q3,2020q4,2021q1,2021q2,2021q3,2021q4,2022q1,2022q2,2022q3,2022q4
1,N/C/A,1501/57/30,1439/63/30,2164/61/30,2420/77/27,2558/64/27,1841/66/29,3101/70/31,3257/78/32,3052/81/29,1885/66/28,1943/70/29,2470/74/29,2369/86/29,2582/88/34,2240/76/33,2531/81/30
2,1,미중무역,미중무역,디스플레이제조장비,후공정장비,반도체제조장비,갠트리로봇시스템,반도체검사장비,전기자동차,자율주행로봇,열처리장비,전기자동차,이온이차전지,디스플레이검사장비,반도체검사장비,자율주행로봇,고압소어닐링
3,2,전지검사장비,중국패널업체,평판디스플레이제조,공정장비부품,전방산업투자,이차전지산업,디스플레이검사장비,이온이차전지,계장피팅밸브,석탄화력발전,반도체검사장비,디스플레이제조공정,자율주행로봇,건식식각장비,이족보행로봇,자율주행로봇
4,3,폴더블스마트폰,업체신규투자,열처리장비,전기자동차,메모리반도체산업,차세대디스플레이,반도체장비산업,디스플레이검사장비,소방설비제조,디스플레이검사장비,반도체후공정,반도체검사장비,건식진공펌프,전기차시장,반도체후공정,대기환경설비
5,4,전지제조장비,중국로컬업체,레이저커팅장비,반도체공정장비,박막태양전지,장비매출인식,전기자동차,전지조립공정,후공정장비,외관검사장비,산업클린룸,전기자동차,자재가격상승,반도체후공정,정밀지향마운트,레이저노칭장비
6,5,전기차시장,국내메모리업체,장비전문업체,폐열회수보일러,후공정장비,폴더블스마트폰,외관검사장비,중앙공급장치,평판디스플레이제조,자재가격상승,검사장비전문,공정장비제조,열처리장비,공정장비부품,지향마운트시스템,방향고려향후
