,0,1,2
0,1,2,1
1,1,4,4
2,1,6,4
3,2,4,3
4,3,2,2
5,3,3,3
6,3,3,4
7,3,4,3
8,3,5,4
9,4,2,4
10,4,3,1
11,4,4,2
12,4,5,1
13,4,6,1
14,4,6,2
15,5,2,5
16,5,4,1
17,5,5,1
18,7,2,4
19,8,6,4
20,9,2,4
21,9,5,4
22,9,6,5
23,10,2,4
24,10,3,5
25,11,2,5
26,11,3,4
27,11,4,5
28,11,5,5
29,12,2,4
30,12,4,4
31,12,4,4
32,12,5,4
33,13,2,4
34,13,4,5
35,13,6,4
36,14,2,5
37,14,3,5
38,15,2,5
39,15,3,4
40,16,4,4
