,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,분기,2019q1,2019q2,2019q3,2019q4,2020q1,2020q2,2020q3,2020q4,2021q1,2021q2,2021q3,2021q4,2022q1,2022q2,2022q3,2022q4
1,N/C/A,1008/14/20,1203/16/22,1070/14/21,1179/19/23,1211/16/20,1243/16/20,954/16/17,1322/18/20,841/17/20,799/18/23,718/15/19,670/15/21,824/18/20,1062/21/19,609/13/19,712/16/20
2,1,지배구조개편,리스회계기준,원달러환율,원달러환율,신종코로나바이러스,물동량증가,물동량증가,물동량감소,자동차시트,물동량증가,물동량증가,병목현상,여객수요회복,물동량증가,글로벌경기둔화,물동량증가
3,2,여객화물운임,지배구조개선,택배물동량,장기운송계약,물동량증가,장기운송계약,택배물동량,물동량증가,여객수요회복,완성차생산,여객수요회복,공급망교란,공급망교란,반도체수급개선,경기둔화우려,시장환경변화
4,3,항공운송국내,원달러환율,달러환율상승,기아차인도공장,일본불매운동,택배물동량,장기운송계약,지배구조개편,차부품산업,택배단가인상,온라인쇼핑,글로벌공급망,물동량증가,물동량감소,물동량증가,시중금리상승
5,4,경기연동대표,최저임금인상,장기운송계약,달러환율상승,코로나바이러스확산,냉동조리식품,안전재고확보,석탄물동량,국내택배산업,중고차사업,완성차생산,원달러환율,화물운임상승,여객수송량,물동량감소,일본노선재개
6,5,주가변동요인,단거리노선,물동량증가,물동량증가,유휴자산매각,외화환산손실,원달러환율,박스부족현상,코로나백신접종,적합업종지정,철광석가격,항공화물운임,항공화물운임,물류병목,시장환경변화,해상운임하락
