,0,1,2
0,1,2,1
1,1,4,2
2,1,6,3
3,2,2,1
4,2,4,4
5,2,5,5
6,3,3,2
7,3,4,4
8,3,5,1
9,3,6,5
10,4,2,1
11,4,3,4
12,4,5,5
13,4,6,3
14,5,2,3
15,5,4,4
16,5,6,8
17,6,2,3
18,6,3,5
19,6,4,1
20,6,5,4
21,7,2,3
22,7,3,4
23,8,3,2
24,8,5,7
25,8,6,3
26,9,3,7
27,9,5,4
28,10,4,7
29,11,5,2
30,12,3,3
31,12,5,6
32,12,6,5
33,13,2,2
34,13,3,2
35,14,2,2
36,14,5,3
37,15,3,2
38,15,6,5
39,16,4,2
40,16,5,2
41,16,6,2
