,0,1,2
0,1,2,1
1,1,4,3
2,3,4,3
3,3,5,6
4,3,6,6
5,4,2,6
6,4,6,4
7,5,3,4
8,5,4,4
9,5,5,2
10,5,6,4
11,7,2,3
12,7,3,6
13,7,5,4
14,8,3,1
15,8,6,4
16,9,2,5
17,9,3,4
18,9,4,2
19,10,2,5
20,10,3,4
21,10,6,3
22,11,3,5
23,11,4,6
24,11,5,6
25,12,2,5
26,12,3,3
27,13,2,2
28,13,3,1
29,13,4,2
30,13,5,5
31,13,6,2
32,14,2,6
33,14,3,5
34,14,5,6
35,16,2,5
36,16,4,1
37,16,4,4
