,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204,202205,202206,202207,202208,202209,202210,202211,202212
lab,0.4169215086646279,0.43342776203966005,0.5102040816326531,0.5398773006134969,0.4806070826306914,0.520891364902507,0.412987012987013,0.6637168141592921,0.7092731829573935,0.49458483754512633,0.4906621392190153,0.6029411764705882,0.47210884353741495,0.4097087378640777,0.19817767653758542,0.13285272914521112,0.29615384615384616,0.39080459770114945,0.49019607843137253,0.4245472837022133,0.551433389544688,0.6174183514774495,0.5437731196054254,0.6648648648648648,0.5786435786435786,0.4905982905982906,0.6018735362997658,0.5132408575031526,0.5814814814814815,0.6042780748663101,0.5463414634146342,0.5331807780320366,0.7481481481481481,0.4091680814940577,0.47330960854092524,0.7288135593220338,0.4838709677419355,0.4874551971326165,0.5872235872235873,0.44668587896253603,0.6396946564885496,0.4825174825174825,0.512987012987013,0.5358649789029536,0.6116504854368932,0.4644808743169399,0.5197685631629702,0.7692307692307693
