,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,분기,2019q1,2019q2,2019q3,2019q4,2020q1,2020q2,2020q3,2020q4,2021q1,2021q2,2021q3,2021q4,2022q1,2022q2,2022q3,2022q4
1,N/C/A,53/2/3,92/3/7,170/4/10,267/5/14,127/5/12,366/7/15,171/6/13,230/9/15,194/8/9,184/9/11,234/9/11,336/11/13,159/13/6,270/14/14,243/11/9,318/14/9
2,1,부동산개발,부동산개발,이랜드리테일운영매장,부동산운영,부동산개발,임대차계약,해외부동산,주택정비사업,부동산개발,부동산개발,센터기초자산,주유기초자산,지식산업센터,재생에너지디벨로퍼,부동산개발,위탁관리리츠
3,2,산개발매출,연료전지사업,부동산개발,밸류에이션밸류에이션밸류에이션,산개발부문,유상증자통하,전지태양광,가로주택정비,지식산업센터,추가자산편입,물류센터기초,풍력태양광,센터물류센터,에너지디벨로퍼거듭나,켄달스퀘어리츠물류센터,임대차계약
4,3,임대주택운영,지식산업센터,책임임대차,포인트투자포인트,시내주유개발,부동산개발,풍력연료전지,추가자산편입,센터물류센터,물류센터물류,센터물류센터,전지풍력태양,위탁관리리츠,세계에너지안보,위탁관리리츠,의사결정대하
5,4,수익지분법,부동산산업,증권시장상장,종합부동산,오프라인리테일점포,지식산업센터,부동산기초,지식산업센터,재생에너지디벨로퍼,지식산업센터,유일물류센터,대표주관회사,물류센터물류,부동산개발,임대주택사업,제공보자료
6,5,이상임대주택,리츠시장성장,일산점평촌점백화,투자포인트투자,기초자산오프라인,부동산투자,재생에너지사업,물류센터편입,오피스지식산업,센터물류센터,지식산업센터,실행원가확정,산업센터자체,발전재생에너지,자재가격상승,투자의사결정
