,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,분기,2019q1,2019q2,2019q3,2019q4,2020q1,2020q2,2020q3,2020q4,2021q1,2021q2,2021q3,2021q4,2022q1,2022q2,2022q3,2022q4
1,N/C/A,561/11/20,843/12/24,730/15/23,775/14/22,822/11/21,826/12/20,732/11/23,785/13/22,581/15/20,730/16/21,688/16/17,478/13/19,787/15/19,665/17/23,896/15/18,770/17/19
2,1,조선합작법인,이연법인세,후판가격동결,항공우주산업,해상물동량,국제유가급락,국산화룡점정,조선기자재,조선기자재,재무구조개선,전기자전거,공사손실충당,통상임금소송,건조물량증가,지배구조재편,환율상승효과
3,2,공사손실충당,공사손실충당,건조물량증가,영업이익컨센서스,상장기업켄코아에어로스페이스,선종반복건조,공사손실충당,지구관측위성,연구센터출신,공사손실충당,공사손실충당,위주선별수주,임금소송패소,국내프로젝트생산,한화방산부문,우주항공소재
4,3,중간지주회사,해양생산설비,중소형위성,환율상승효과,항공기자재,재고자산평가,기체부품사업,대양전기공업,인공위성연구,자본자본잉여,재무구조개선,분기대비매출,조선기자재,증가환율상승,해외신규수주,협상대상선정
5,4,설계기술확보,고정부담,하반기수주,현대글로벌서비스,국제유가급락,공사손실충당,선박배관제조,달러화약세,전문제조업체,코로나사태완화,생활자전거,조업일수감소,교모세포종,조선기자재,소연료전지,생산량증가
6,5,유가증권시장,사업구조재편,위성영상판매,한국조선해양자회사,기업켄코아에어로스페이스항공,시스템정밀기계,선박파이프스풀,오픈소스솔루션,평형수처리장치,관측위성시장,후판가격상승,사용통안채,수주잔고바탕,수주잔고바탕,글로벌방산기업,해외신규수주
