,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,분기,2019q1,2019q2,2019q3,2019q4,2020q1,2020q2,2020q3,2020q4,2021q1,2021q2,2021q3,2021q4,2022q1,2022q2,2022q3,2022q4
1,N/C/A,1208/14/20,899/15/22,1032/16/22,924/19/20,832/11/20,958/11/22,1226/17/20,921/15/21,1570/28/23,923/21/23,1472/22/26,1029/23/25,1039/20/23,1031/23/21,759/16/23,1696/27/25
2,1,지배구조개편,차위탁생산,지분법이익,열관리사업,글로벌자동차,자동차수요,전기자동차,전기자동차,차부품산업,반도체공급부족,반도체공급부족,차량반도체수급,완성차생산,자재가격상승,고객생산증가,환경자동차
3,2,소전기차,지분법손익,원달러환율,미래자동차,자동차수요,내연기관차,자동차시트,미래자동차,차부품제조,전기차시장,차량반도체수급,반도체수급차질,환경자동차,완성차생산,고객생산차질,전기차시장
4,3,신흥통화약세,핵심부품사업,지분법손익,라인업확대,전기차전용,공장가동중단,전기차부품,차와이어링하네스,산업자동차,차량반도체공급,차가격상승,반도체공급부족,자재가격상승,반도체공급차질,하반기반도체,전방산업수요
5,4,적외차단필터,소전기차,환경차판매,자동차차체,일회비용발생,전기차보조,차량공조시스템,자동차변속,국내자동차,차량반도체부족,글로벌자동차,유압솔레노이드밸브,반도체공급부족,차량반도체수급,반기반도체수급,중고차가격
6,5,정의선수석회장,군산공장인수,분기통상임금,경쟁신차출시,중국자동차,원달러환율,환경자동차,기반전기차,자동차시트,차량반도체수급,중고차가격,자재가격상승,자동차전장,전진건설로봇,경기침체우려,완성차생산
