,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,분기,2019q1,2019q2,2019q3,2019q4,2020q1,2020q2,2020q3,2020q4,2021q1,2021q2,2021q3,2021q4,2022q1,2022q2,2022q3,2022q4
1,N/C/A,2472/36/29,2198/37/28,2197/36/28,2339/42/28,2648/36/26,2414/34/30,2690/42/28,2837/41/30,2830/45/31,2762/46/29,2346/50/29,2549/45/28,2494/51/33,2553/53/33,2249/41/31,2042/44/30
2,1,줄기세포치료,식자재유통,식자재유통,온라인채널,식자재유통,닭가슴살,긴급재난지원,전기자전거,태양광발전,온라인채널,거리두기단계,위드코로나전환,중고차시장,거리두기해제,거리두기해제,물가상승
3,2,식자재유통,최저임금인상,중국전자상거래법,감독관리총국,코로나바이러스,근거리쇼핑,점포구조조정,식자재유통,거리두기강화,점포구조조정,거리두기강화,원자재가격상승,식자재유통,식자재유통,물가상승,해외여행수요
4,3,최저임금인상,온라인채널,최저임금인상,대구경북지역,자재유통시장,긴급재난지원,주택거래량,구조조정효과,식자재유통,온라인쇼핑,온라인채널,시장상황변화,물가상승,물가상승,가격원화,온라인사업
5,4,추석시점차이,미세먼지영향,미중무역,국내건설경기,자사주소각,거리두기완화,재난지원사용,전동킥보드,닭가슴살,구조조정효과,거리두기완화,소비심리회복,완성차업체,원자재가격상승,원화약세,여행수요회복
6,5,중국전자상거래법,온라인유통,자회사실적,건설자재유통,자재유통사업,온라인매출,으뜸효율가전,점포구조조정,경북지역중심,백신접종상승,시장상황변화,백신접종상승,중고차판매,거리두기완화,온라인사업,사회지배구조
