,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,분기,2019q1,2019q2,2019q3,2019q4,2020q1,2020q2,2020q3,2020q4,2021q1,2021q2,2021q3,2021q4,2022q1,2022q2,2022q3,2022q4
1,N/C/A,525/13/22,272/14/21,459/10/14,351/11/15,303/11/17,461/15/17,674/18/22,1015/20/21,689/17/21,711/19/23,496/16/23,856/24/23,799/25/27,834/22/24,526/13/21,586/25/25
2,1,전자석탈철기,설비투자감소,신재생에너지,전자유도가열,고온전도선재,태양광발전,디지털보호계전,실적경영실적,전원공급장치,발전연료전지,국내설비투자,전력변환기술,환경에너지정책,철도신호시스템,소연료전지,소연료전지
3,2,선별기술기반,전력기기물량,바이오가스발전,특수전원장치,해외시장확대,전력변환장치,그린뉴딜정책,경영실적경영,실내공기질,소연료전지,올해매출성장,태양광발전,건물연료전지,크레인제어시스템,인프라투자확대,전기동가격
4,3,공기청정제습,건물연료전지,국내설비투자,특수전원사업,고온초전도선재,유도가열인버터,자동단말장치,자료자료자료,빌트인기기,실적경영실적,설비투자확대,태양광인버터,환경배전반,열차제어시스템,수소법개정안,전기차충전
5,4,자력선별기술,물량감소화재,비상상용발전,전력전자산업,붕소중성포획,고온가압충방,배전자동단말,태양광발전,공기질관리,연료전지발전,소발전의무,자동차점화,자재가격상승,자재가격상승,수주잔고바탕,소전기버스
6,5,임가공사업,기기물량감소,전력인프라자동,핵융합전원,세대고온초전도,가압충방전기,디지털전력기기,부문사업부문,후드빌트인,경영실적경영,설비투자회복,재생에너지발전,세계환경에너지,발전연료전지,가계소비여력,연료전지납품
