,0,1,2
0,1,2,6
1,1,3,1
2,1,5,4
3,2,5,8
4,3,2,7
5,3,3,2
6,3,6,6
7,4,2,7
8,5,2,5
9,5,3,2
10,5,4,4
11,5,5,7
12,6,3,2
13,6,6,5
14,7,2,1
15,7,4,4
16,7,6,2
17,8,3,1
18,8,4,2
19,8,6,6
20,9,5,7
21,10,2,7
22,10,4,1
23,10,5,3
24,11,2,8
25,11,3,2
26,11,4,1
27,11,6,3
28,12,2,2
29,12,3,3
30,12,4,1
31,12,6,5
32,13,2,1
33,13,3,2
34,13,4,3
35,14,2,2
36,14,3,5
37,14,4,1
38,14,5,5
39,15,2,4
40,15,4,2
41,15,5,1
42,15,6,3
43,16,2,3
44,16,3,4
45,16,6,5
