,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,분기,2019q1,2019q2,2019q3,2019q4,2020q1,2020q2,2020q3,2020q4,2021q1,2021q2,2021q3,2021q4,2022q1,2022q2,2022q3,2022q4
1,N/C/A,872/15/19,978/16/21,999/15/22,1104/18/23,1233/12/21,1261/15/20,1537/22/23,1345/19/21,996/18/22,897/22/23,741/26/23,1172/23/20,901/22/23,1322/25/22,1082/19/22,1589/23/19
2,1,전방산업부진,철광석가격,철광석가격,철광석가격,미중무역,판매량감소,철광석가격,판매량증가,철광석가격,철강가격상승,이차전지소재,중국철강가격,철광석가격,러시아우크라이나전쟁,글로벌경기둔화,관이음쇠
3,2,미중무역,판매량증가,미중무역,미중무역,관이음쇠,전기동가격,판매량회복,자동차강판,관이음쇠,해상풍력하부,전지소재사업,원료탄가격,구리가격상승,전기동가격,글로벌철강가격,선박관이음
4,3,제련수수상승,광석가격급등,광석가격상승,중무역분쟁,판매량감소,철금속가격,자동차강판,관이음쇠,구리가격상승,이차전지분리,전방산업회복,자동차부품,러시아우크라이나전쟁,글로벌철강가격,철강가격하락,조선선박관
5,4,중국철강가격,판매량감소,광석가격급등,판매량감소,철광석가격,제련수수상승,판매량감소,판매량회복,전방산업수요,풍력하부구조,관이음쇠,철광석가격,아연가격상승,반영수익예상,구리가격하락,이음쇠선급
6,5,구리가격상승,자동차강판,자동차강판,관이음쇠,중국철강가격,재고평가손실,자동차부품,철광석가격,판매량증가,전지분리막,산업회복세,차강판가격,판매량감소,관이음쇠,판매량감소,라미네이티드칼라강판
