,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,분기,2019q1,2019q2,2019q3,2019q4,2020q1,2020q2,2020q3,2020q4,2021q1,2021q2,2021q3,2021q4,2022q1,2022q2,2022q3,2022q4
1,N/C/A,742/8/21,651/10/21,597/9/22,786/15/24,546/10/21,515/7/21,726/11/20,930/13/24,809/12/23,727/16/21,800/19/23,709/18/21,434/14/20,617/15/21,535/10/23,473/17/17
2,1,부문매출감소,자체사업매출,택지분양상한,설비설치공사,부동산규제,베네수엘라정유공장,토목건축공사,부동산규제,주택분양사업,토목건축공사,중소규모공사,주택분양사업,현대엔지니어링상장,자재가격상승,자재가격상승,자재가격상승
3,2,자체사업매출,해외수주모멘텀,민간택지분양,건물설비설치,해외부문원가,주가전망최근,시공능력순위,토목건축공사,부동산개발,지역주택조합,지역주택조합,토목건축공사,미래건설열리,주택부문매출,건자재가격,목표주가하향
4,3,매출크폭,도시개발사업,부동산규제,택지분양상한,신원종합개발,부동산규제,능력순위상위,준공정산이익,준공정산이익,준공정산이익,부문매출성장,주택부문매출,건설열리시각,대형현장준공,주택건축부문,건자재가격
5,4,회계기준변경,부문매출감소,정부주택규제,민간택지분양,주택정비사업,연결대상법인,공사시공능력,주택정비사업,정부부동산,건설업종차선호주,대형건설주,현대엔지니어링상장,창시대이끌,준공정산이익,예정원가조정,해외대형현장
6,5,카타르루사일고속,주택경기둔화,상한대하우려,해외수주부진,정부부동산,확산유가급락,대표사업브랜드,우수시공능력,부동산규제,국내주택사업,인력구조조정,주택매출성장,창창조창,태양광발전,예정원가확정,예정원가조정
