,0,1,2
0,1,3,3
1,1,3,5
2,1,4,1
3,2,4,6
4,3,2,6
5,3,3,2
6,3,4,6
7,3,6,2
8,4,2,6
9,4,5,6
10,4,6,2
11,5,2,7
12,5,3,2
13,5,5,7
14,6,2,2
15,6,4,2
16,6,6,6
17,7,2,2
18,7,3,2
19,7,6,6
20,8,2,2
21,8,3,2
22,8,5,2
23,9,3,5
24,9,6,7
25,10,2,2
26,10,4,3
27,11,2,2
28,11,3,5
29,11,6,3
30,12,5,6
31,12,6,1
32,12,6,3
33,13,2,5
34,13,4,2
35,13,5,3
36,13,6,1
37,13,6,3
38,14,2,2
39,14,4,2
40,14,5,5
41,15,4,2
42,15,5,2
43,16,2,2
44,16,6,3
