,0,1,2
0,1,3,1
1,1,5,4
2,1,6,4
3,2,2,4
4,2,3,2
5,2,4,4
6,2,5,3
7,3,2,4
8,3,3,1
9,3,4,4
10,3,5,4
11,4,2,4
12,4,3,1
13,4,5,3
14,5,2,1
15,5,4,3
16,5,5,4
17,5,6,4
18,6,2,3
19,6,3,4
20,6,4,4
21,7,2,4
22,7,5,3
23,8,2,2
24,8,6,4
25,9,2,4
26,9,4,4
27,9,6,2
28,10,2,4
29,12,2,4
30,12,3,4
31,12,5,4
32,12,6,4
33,13,2,4
34,13,3,4
35,13,4,5
36,13,5,4
37,13,6,3
38,14,2,5
39,14,3,4
40,14,4,4
41,15,3,4
42,15,4,4
43,15,5,4
44,15,6,3
