,0,1,2
0,1,2,5
1,1,3,7
2,1,6,2
3,2,3,7
4,3,2,6
5,3,4,3
6,3,5,5
7,3,6,3
8,4,2,3
9,4,2,3
10,4,4,1
11,4,6,5
12,5,4,3
13,5,5,2
14,5,6,3
15,6,2,2
16,6,5,7
17,7,3,7
18,8,2,5
19,8,3,3
20,8,5,1
21,9,2,5
22,9,4,3
23,10,3,7
24,10,6,3
25,11,3,7
26,11,6,6
27,12,2,7
28,12,3,5
29,13,2,4
30,13,3,4
31,13,4,5
32,13,6,5
33,14,4,1
34,14,5,5
35,14,6,5
36,15,4,5
37,16,2,1
38,16,3,3
39,16,3,3
40,16,6,5
